no_invoice,tanggal,bulan,tahun,kategori,sub_kategori,kuantitas_terjual,harga_per_unit,total_sales
YM21-0084708,18-01-2021,Januari,2021,Bearing,BRG AHM SET 6204 RS,2,50500,101000
YM21-0084711,18-01-2021,Januari,2021,Sakelar,Sakelar Lampu,2,10000,20000
YM21-0084711,18-01-2021,Januari,2021,Oli,Evalube 2T 0.7,1,22500,22500
YM21-0084719,19-01-2021,Januari,2021,Bearing,BRG AHM SET 6204 RS,1,51500,51500
YM21-0084719,19-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,24500,24500
YM21-0084725,19-01-2021,Januari,2021,Filter Udara,Filter Udara BRT,1,68500,68500
YM21-0084728,19-01-2021,Januari,2021,Busi,BUSI NGK BP7ES,1,169500,169500
YM21-0084729,19-01-2021,Januari,2021,Kampas Rem,DPAD AHM KVBT01 VARIO,2,51000,102000
YM21-0084730,19-01-2021,Januari,2021,Filter Udara,Filter Udara YGP,1,70500,70500
YM21-0084730,19-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,24500,24500
YM21-0084730,19-01-2021,Januari,2021,Seal,Seal Pulau,2,7000,14000
YM21-0084732,19-01-2021,Januari,2021,Oli,Motul SC EXP LE 4T,1,103000,103000
YM21-0084732,19-01-2021,Januari,2021,Hendel Rem,Hendel Rem Ori AHM,1,149000,149000
YM21-0084732,19-01-2021,Januari,2021,Sakelar,Sakelar Lampu,1,10500,10500
YM21-0084735,19-01-2021,Januari,2021,Seal,Seal Water Pump,1,15500,15500
YM21-0084742,19-01-2021,Januari,2021,Filter Udara,Filter Udara Suzuki,1,49000,49000
YM21-0084742,19-01-2021,Januari,2021,Bearing,BRG AHM SET 6301 RS,2,51000,102000
YM21-0084742,19-01-2021,Januari,2021,Sakelar,Sakelar Retting,1,15000,15000
YM21-0084748,19-01-2021,Januari,2021,Velg,Velg VND,1,1598500,1598500
YM21-0084748,19-01-2021,Januari,2021,Seal,Seal Pulau,2,7500,15000
YM21-0084748,19-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY BRT,1,202000,202000
YM21-0084752,21-01-2021,Januari,2021,Piringan Cakram,Piringan DPN KC/YMMT NMX,16,99000,1584000
YM21-0084754,21-01-2021,Januari,2021,Oli,MOTUL SCOOTER POWER LE,9,129000,1161000
YM21-0084754,21-01-2021,Januari,2021,Oli,Motul GP MTC 4T,6,63500,381000
YM21-0084754,21-01-2021,Januari,2021,Bearing,BRG AHM SET 6203 RS,25,47000,1175000
YM21-0084754,21-01-2021,Januari,2021,Ban,BL IRC MB86 100/90-12,10,227000,2270000
YM21-0084756,21-01-2021,Januari,2021,Aki,Aki Kering GS ASTRA GTZ7V,1,304000,304000
YM21-0084756,21-01-2021,Januari,2021,Gear Rantai,Gear Seat Asp Grand,1,149000,149000
YM21-0084759,21-01-2021,Januari,2021,Aki,Aki Kering YGP 3C1,13,197000,2561000
YM21-0084759,21-01-2021,Januari,2021,Oli,Grand Manual 0.8 L,29,37500,1087500
YM21-0084759,21-01-2021,Januari,2021,Filter Udara,Filter Udara BRT,14,69000,966000
YM21-0084767,21-01-2021,Januari,2021,Aki,Aki Kering AHM GTZ6V,1,277500,277500
YM21-0084767,21-01-2021,Januari,2021,Rumah Roller,AHM K44 Scoopy,1,93500,93500
YM21-0084769,22-01-2021,Januari,2021,Oli,Yamalube Super Matic 1 L,34,62000,2108000
YM21-0084769,22-01-2021,Januari,2021,Ban,FDR TR TL 140/70-13 Blaze Mp,9,473000,4257000
YM21-0084769,22-01-2021,Januari,2021,Bearing,BRG AHM SET 6202 RS,14,45000,630000
YM21-0084775,22-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,24500,24500
YM21-0084775,22-01-2021,Januari,2021,Gasket,Gasket full seat AHM Supra Fit,2,66000,132000
YM21-0084775,22-01-2021,Januari,2021,Filter Udara,Filter Udara AHM,1,59500,59500
YM21-0084777,22-01-2021,Januari,2021,Ban,BL Maxxis 120/70-12 VICTRA,7,393000,2751000
YM21-0084777,22-01-2021,Januari,2021,Filter Udara,Filter Udara YGP,8,71000,568000
YM21-0084777,22-01-2021,Januari,2021,Ban,BL IRC MB86 100/90-12,5,228500,1142500
YM21-0084777,22-01-2021,Januari,2021,Gasket,Gasket Cylinder head Nmx,7,31000,217000
YM21-0084781,22-01-2021,Januari,2021,Bearing,BRG AHM SET 6301 RS,1,50000,50000
YM21-0084788,22-01-2021,Januari,2021,Kaca Spion,Spion Vario WIN,1,44500,44500
YM21-0084788,22-01-2021,Januari,2021,Roller,BRT VARIO 110,1,72000,72000
YM21-0084788,22-01-2021,Januari,2021,V-Belt,V Belt Only YGP 2DP NMX,1,118500,118500
YM21-0084794,22-01-2021,Januari,2021,Busi,BUSI YGP U22FSU,15,14000,210000
YM21-0084795,22-01-2021,Januari,2021,Oli,Motul SC EXP LE 4T,14,103500,1449000
YM21-0084795,22-01-2021,Januari,2021,Ban,BL AHM 70/90-17 KWW,17,151500,2575500
YM21-0084795,22-01-2021,Januari,2021,Sensor,Injektor Vario 150 YMMT,14,125500,1757000
YM21-0084795,22-01-2021,Januari,2021,Ban,BL AHM 80/90-17 KWW,11,186500,2051500
YM21-0084795,22-01-2021,Januari,2021,Oli,MOTUL MOTO 4 T,11,47000,517000
YM21-0084803,22-01-2021,Januari,2021,Oli,Yamalube Super Matic 1 L,35,62000,2170000
YM21-0084803,22-01-2021,Januari,2021,Gasket,Gasket Cylinder Nmx,39,13000,507000
YM21-0084811,23-01-2021,Januari,2021,Kaca Spion,Spion Beat FI,2,49500,99000
YM21-0084811,23-01-2021,Januari,2021,Oli,Grand Manual 0.8 L,1,37500,37500
YM21-0084816,23-01-2021,Januari,2021,Hendel Rem,Hendel Rem Ori AHM,6,149000,894000
YM21-0084816,23-01-2021,Januari,2021,Oli,MPX 1 0.8L,11,48500,533500
YM21-0084816,23-01-2021,Januari,2021,Oli,MPX 2 0.8L,40,49500,1980000
YM21-0084824,23-01-2021,Januari,2021,V-Belt,V Belt Only YGP 2DP NMX,6,120000,720000
YM21-0084824,23-01-2021,Januari,2021,Ban,BL Maxxis 80/90-14 VICTRA,9,238000,2142000
YM21-0084824,23-01-2021,Januari,2021,Bearing,BRG AHM SET 6204 RS,13,50000,650000
YM21-0084824,23-01-2021,Januari,2021,Oli,Evalube 2T 0.7,37,23000,851000
YM21-0084824,23-01-2021,Januari,2021,Bearing,BRG AHM SET 6202 RS,17,46000,782000
YM21-0084824,23-01-2021,Januari,2021,Seal,Seal oring,12,8000,96000
YM21-0084824,23-01-2021,Januari,2021,Roller,BRT Mio,9,70500,634500
YM21-0084828,23-01-2021,Januari,2021,Filter Udara,Filter Udara Suzuki,1,50000,50000
YM21-0084828,23-01-2021,Januari,2021,Roller,BRT NMX,1,76500,76500
YM21-0084828,23-01-2021,Januari,2021,Lampu,AHM Lampu Kepala,1,29500,29500
YM21-0084832,23-01-2021,Januari,2021,Oli,MPX 2 0.8L,1,48500,48500
YM21-0084835,23-01-2021,Januari,2021,Rumah Roller,AHM K44 Scoopy,1,94500,94500
YM21-0084835,23-01-2021,Januari,2021,Kampas Rem,DPAD YGP 2BM,1,64000,64000
YM21-0084835,23-01-2021,Januari,2021,Seal,Seal oring,2,8500,17000
YM21-0084840,23-01-2021,Januari,2021,Dinamo,Dinamo YGP Nmx old,1,197500,197500
YM21-0084840,23-01-2021,Januari,2021,Kaca Spion,Spion Beat FI,2,50000,100000
YM21-0084840,23-01-2021,Januari,2021,Seal,Seal Crankshaf,2,10000,20000
YM21-0084842,24-01-2021,Januari,2021,Shockbreaker,Shock AHM K25 Beat FI,1,203000,203000
YM21-0084848,24-01-2021,Januari,2021,Shockbreaker,Shock AHM KZR Vario 125,2,210000,420000
YM21-0084848,24-01-2021,Januari,2021,Hendel Rem,Hendel Rem KTC,1,908000,908000
YM21-0084848,24-01-2021,Januari,2021,Dinamo,Dinamo ST indo KPH,1,166500,166500
YM21-0084854,24-01-2021,Januari,2021,Sakelar,Sakelar Klakson,2,8000,16000
YM21-0084854,24-01-2021,Januari,2021,Busi,BUSI YGP U22FSU,1,14000,14000
YM21-0084854,24-01-2021,Januari,2021,Oli,Motul SC EXP LE 4T,1,105000,105000
YM21-0084857,24-01-2021,Januari,2021,Bearing,BRG AHM SET 6303 RS,14,55000,770000
YM21-0084857,24-01-2021,Januari,2021,Oli,MPX 2 0.8L,5,50000,250000
YM21-0084857,24-01-2021,Januari,2021,Oli,Mesrania 2T super 1 L,17,43000,731000
YM21-0084864,24-01-2021,Januari,2021,Seal,Seal Pulau,2,7500,15000
YM21-0084864,24-01-2021,Januari,2021,V-Belt,V Belt kit AHM K16,1,151500,151500
YM21-0084872,24-01-2021,Januari,2021,Sakelar,Sakelar Lampu,37,10000,370000
YM21-0084872,24-01-2021,Januari,2021,Seal,Seal Kopling,16,5000,80000
YM21-0084872,24-01-2021,Januari,2021,Roller,BRT NMX,6,77000,462000
YM21-0084873,24-01-2021,Januari,2021,Rumah Roller,AHM K44 Scoopy,1,94500,94500
YM21-0084877,25-01-2021,Januari,2021,Hendel Rem,Hendel Rem RCB kw,1,101500,101500
YM21-0084877,25-01-2021,Januari,2021,Busi,BUSI NGK BP7ES,1,168500,168500
YM21-0084877,25-01-2021,Januari,2021,Seal,Seal Kopling,1,5000,5000
YM21-0084883,25-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY YGP Nmx,1,172000,172000
YM21-0084883,25-01-2021,Januari,2021,Gasket,Gasket Cylinder head Nmx,1,31000,31000
YM21-0084883,25-01-2021,Januari,2021,Busi,BUSI AHM U22FER9,1,27500,27500
YM21-0084888,25-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY YGP Nmx,17,175000,2975000
YM21-0084888,25-01-2021,Januari,2021,Filter Udara,Filter Udara AHM,10,60000,600000
YM21-0084888,25-01-2021,Januari,2021,Oli,MOTUL MOTO 4 T,7,48000,336000
YM21-0084888,25-01-2021,Januari,2021,Oli,Mesran 40 1 LTR,11,40000,440000
YM21-0084888,25-01-2021,Januari,2021,Oli,Evalube 2T PRO 0.7,14,30500,427000
YM21-0084888,25-01-2021,Januari,2021,Oli,Motul GP MTC 4T,32,65000,2080000
YM21-0084894,25-01-2021,Januari,2021,Filter Udara,Filter Udara BRT,1,69000,69000
YM21-0084894,25-01-2021,Januari,2021,Busi,BUSI YGP U22FSU,1,14500,14500
YM21-0084900,25-01-2021,Januari,2021,Lampu,Indo Part Lampu dop rem,1,8000,8000
YM21-0084904,25-01-2021,Januari,2021,Rumah Roller,AHM KVB Vario,1,85500,85500
YM21-0084907,25-01-2021,Januari,2021,Roller,Kawahara Nmx,1,63500,63500
YM21-0084907,25-01-2021,Januari,2021,Piringan Cakram,Piringan DPN AHM Vario,2,55500,111000
YM21-0084914,25-01-2021,Januari,2021,Sakelar,Sakelar Lampu,2,10000,20000
YM21-0084916,26-01-2021,Januari,2021,Oli,MOTUL SCOOTER POWER LE,1,126500,126500
YM21-0084916,26-01-2021,Januari,2021,Gear Rantai,Gear seat AHM KEV Supra,1,198000,198000
YM21-0084923,26-01-2021,Januari,2021,Kaca Spion,Spion Indo KVY Beat,2,35500,71000
YM21-0084923,26-01-2021,Januari,2021,Sakelar,Sakelar Indling stop,2,12500,25000
YM21-0084927,26-01-2021,Januari,2021,Kaca Spion,Spion Vario WIN,13,45000,585000
YM21-0084933,26-01-2021,Januari,2021,Radiator,Radiator YMMT Vario 125,1,114500,114500
YM21-0084933,26-01-2021,Januari,2021,Oli,MOTUL MOTO 4 T,1,47500,47500
YM21-0084933,26-01-2021,Januari,2021,Ban,BL Maxxis 120/70-12 VICTRA,1,404500,404500
YM21-0084933,26-01-2021,Januari,2021,Filter Udara,Filter Udara YGP,1,69000,69000
YM21-0084941,26-01-2021,Januari,2021,V-Belt,V Belt set AHM KWN,1,151000,151000
YM21-0084941,26-01-2021,Januari,2021,Aki,Aki Basah Yuasa YB5L-B,1,247500,247500
YM21-0084942,26-01-2021,Januari,2021,Gasket,Gasket full seat AHM Supra Fit,1,65000,65000
YM21-0084942,26-01-2021,Januari,2021,Filter Udara,Filter Udara Suzuki,1,51000,51000
YM21-0084946,26-01-2021,Januari,2021,Bearing,BRG AHM SET 6304 RS,1,56500,56500
YM21-0084946,26-01-2021,Januari,2021,Sakelar,Sakelar Klakson,1,8000,8000
YM21-0084946,26-01-2021,Januari,2021,Kampas Rem,DPAD BLK SUPRA,2,47500,95000
YM21-0084948,26-01-2021,Januari,2021,Oli,MOTUL SCOOTER GEAR,6,15000,90000
YM21-0084948,26-01-2021,Januari,2021,Lampu,AHM Lampu Kepala,26,29500,767000
YM21-0084954,26-01-2021,Januari,2021,Oli,MOTUL SCOOTER LE 1 LTR,1,71500,71500
YM21-0084954,26-01-2021,Januari,2021,Gasket,Gasket Cylinder head Nmx,2,31000,62000
YM21-0084961,26-01-2021,Januari,2021,Oli,Mesran 40 1 LTR,1,40000,40000
YM21-0084961,26-01-2021,Januari,2021,Rumah Roller,AHM K44 Scoopy,1,96000,96000
YM21-0084961,26-01-2021,Januari,2021,Seal,Seal Pulau,2,7500,15000
YM21-0084967,26-01-2021,Januari,2021,Oli,Mesran 40 1 LTR,13,40000,520000
YM21-0084967,26-01-2021,Januari,2021,Oli,Mesran Super 4T 0.8 L,5,33000,165000
YM21-0084967,26-01-2021,Januari,2021,Dinamo,Dinamo YGP Nmx old,15,198000,2970000
YM21-0084967,26-01-2021,Januari,2021,Kampas Rem,DPAD BLK SUPRA,15,47000,705000
YM21-0084967,26-01-2021,Januari,2021,V-Belt,V Belt set AHM K35,16,170500,2728000
YM21-0084967,26-01-2021,Januari,2021,Dinamo,Dinamo AHM KVB Vario,17,184000,3128000
YM21-0084967,26-01-2021,Januari,2021,Busi,BUSI AHM U22FER9,6,28500,171000
YM21-0084967,26-01-2021,Januari,2021,Bearing,BRG AHM SET 6301 RS,30,50000,1500000
YM21-0084973,27-01-2021,Januari,2021,Busi,BUSI YGP U22FSU,1,15000,15000
YM21-0084973,27-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,25000,25000
YM21-0084973,27-01-2021,Januari,2021,Seal,Seal Kopling,2,5500,11000
YM21-0084973,27-01-2021,Januari,2021,Hendel Rem,Hendel Rem Ori AHM,2,148500,297000
YM21-0084980,27-01-2021,Januari,2021,Seal,Seal Pulau,2,7500,15000
YM21-0084987,27-01-2021,Januari,2021,Lampu,AHM Lampu Kepala,1,30000,30000
YM21-0084987,27-01-2021,Januari,2021,Seal,Seal Kopling,2,5000,10000
YM21-0084987,27-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY BRT,1,203000,203000
YM21-0084993,27-01-2021,Januari,2021,Oli,MOTUL SCOOTER GEAR,1,14500,14500
YM21-0084999,27-01-2021,Januari,2021,Roller,BRT Mio,9,70000,630000
YM21-0084999,27-01-2021,Januari,2021,Bearing,BRG AHM SET 6201 RS,6,43500,261000
YM21-0084999,27-01-2021,Januari,2021,Seal,Seal oring,20,8000,160000
YM21-0084999,27-01-2021,Januari,2021,Ban,FDR TR TL 80/80-17 Sport Evo,6,239500,1437000
YM21-0084999,27-01-2021,Januari,2021,Busi,BUSI NGK BP7ES,14,170000,2380000
YM21-0084999,27-01-2021,Januari,2021,Filter Udara,Filter Udara Suzuki,20,50500,1010000
YM21-0085003,28-01-2021,Januari,2021,Kampas Rem,DPAD BLK SUPRA,1,47500,47500
YM21-0085009,28-01-2021,Januari,2021,Kaca Spion,Spion Vario WIN,1,44500,44500
YM21-0085012,28-01-2021,Januari,2021,Sakelar,Sakelar Indling stop,1,12000,12000
YM21-0085012,28-01-2021,Januari,2021,Seal,Seal Pulau,1,7000,7000
YM21-0085012,28-01-2021,Januari,2021,Piringan Cakram,Piringan DPN AHM Vario,1,55000,55000
YM21-0085012,28-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,246500,246500
YM21-0085020,28-01-2021,Januari,2021,Oli,Evalube Matic 0.8 L,13,39000,507000
YM21-0085020,28-01-2021,Januari,2021,Kampas Rem,DPAD YGP 3C1 NMX,13,55500,721500
YM21-0085020,28-01-2021,Januari,2021,Rumah Roller,AHM K44 Scoopy,10,97000,970000
YM21-0085020,28-01-2021,Januari,2021,V-Belt,V Belt set AHM KWN,8,152500,1220000
YM21-0085020,28-01-2021,Januari,2021,Oli,MOTUL SCOOTER GEAR,13,14500,188500
YM21-0085020,28-01-2021,Januari,2021,Gasket,Gasket Cylinder Nmx,11,12500,137500
YM21-0085020,28-01-2021,Januari,2021,Oli,Evalube 2T PRO 0.7,9,29500,265500
YM21-0085020,28-01-2021,Januari,2021,Seal,Seal Pulau,30,7000,210000
YM21-0085022,28-01-2021,Januari,2021,Oli,MOTUL MOTO 4 T,23,47000,1081000
YM21-0085022,28-01-2021,Januari,2021,V-Belt,V Belt set AHM KWN,13,150000,1950000
YM21-0085022,28-01-2021,Januari,2021,Bearing,BRG AHM SET 6301 RS,13,51500,669500
YM21-0085022,28-01-2021,Januari,2021,Aki,Aki Kering YGP 3C1,17,198000,3366000
YM21-0085030,28-01-2021,Januari,2021,Kaca Spion,Spion Indo KVY Beat,1,35500,35500
YM21-0085030,28-01-2021,Januari,2021,Oli,Evalube 2T 0.7,1,23000,23000
YM21-0085030,28-01-2021,Januari,2021,Bearing,BRG AHM SET 6203 RS,2,47000,94000
YM21-0085030,28-01-2021,Januari,2021,Busi,BUSI YGP U22FSU,1,15000,15000
YM21-0085032,28-01-2021,Januari,2021,Busi,BUSI AHM U22FER9,1,28000,28000
YM21-0085032,28-01-2021,Januari,2021,Rumah Roller,AHM KVB Vario,1,86000,86000
YM21-0085032,28-01-2021,Januari,2021,Sakelar,Sakelar Lampu,1,10500,10500
YM21-0085032,28-01-2021,Januari,2021,Gasket,Gasket Cylinder head Nmx,1,30500,30500
YM21-0085036,29-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,25000,25000
YM21-0085036,29-01-2021,Januari,2021,Seal,Seal oring,2,8000,16000
YM21-0085036,29-01-2021,Januari,2021,Filter Udara,Filter Udara Suzuki,1,50000,50000
YM21-0085041,29-01-2021,Januari,2021,Busi,BUSI YGP U22FSU,1,14500,14500
YM21-0085046,29-01-2021,Januari,2021,Oli,Yamalube Super Matic 1 L,1,61500,61500
YM21-0085046,29-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,25000,25000
YM21-0085046,29-01-2021,Januari,2021,Filter Udara,Filter Udara YGP,1,70500,70500
YM21-0085049,29-01-2021,Januari,2021,Ban,FDR TR TL 100/80-14,2,292500,585000
YM21-0085049,29-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY POLINI,1,276000,276000
YM21-0085054,29-01-2021,Januari,2021,Seal,Seal Kopling,7,5500,38500
YM21-0085054,29-01-2021,Januari,2021,Gasket,Gasket full seat AHM Scoopy,20,56000,1120000
YM21-0085054,29-01-2021,Januari,2021,Ban,BL Maxxis 120/70-12 VICTRA,10,398000,3980000
YM21-0085054,29-01-2021,Januari,2021,Oli,Evalube 2T 0.7,38,23000,874000
YM21-0085054,29-01-2021,Januari,2021,Busi,BUSI AHM U22FER9,6,27500,165000
YM21-0085057,29-01-2021,Januari,2021,Piringan Cakram,Piringan BLK KC/UTH NMX,2,98000,196000
YM21-0085065,29-01-2021,Januari,2021,Gear Rantai,Gear Seat Asp Grand,1,148000,148000
YM21-0085065,29-01-2021,Januari,2021,Sensor,Sensor CKP KOJ Genio,1,167500,167500
YM21-0085071,29-01-2021,Januari,2021,Shockbreaker,Shock AHM KVY Beat,2,208000,416000
YM21-0085071,29-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,22,25500,561000
YM21-0085071,29-01-2021,Januari,2021,Kaca Spion,Spion Indo KVY Beat,8,35000,280000
YM21-0085071,29-01-2021,Januari,2021,Gear Rantai,Gear seat YGP 5TP JUP Z,17,183500,3119500
YM21-0085071,29-01-2021,Januari,2021,Sakelar,Sakelar Retting,14,15500,217000
YM21-0085071,29-01-2021,Januari,2021,Sensor,Sensor CKP KOJ Genio,6,171500,1029000
YM21-0085071,29-01-2021,Januari,2021,Roller,BRT VARIO 110,11,71500,786500
YM21-0085071,29-01-2021,Januari,2021,Oli,Motul SC EXP LE 4T,5,104500,522500
YM21-0085078,29-01-2021,Januari,2021,Filter Udara,Filter Udara Suzuki,1,49500,49500
YM21-0085083,29-01-2021,Januari,2021,Lampu,AHM Lampu Kepala,1,29500,29500
YM21-0085083,29-01-2021,Januari,2021,Seal,Seal Water Pump,1,15500,15500
YM21-0085086,29-01-2021,Januari,2021,Kampas Rem,Kampas Depan Supra X,1,49500,49500
YM21-0085086,29-01-2021,Januari,2021,Lampu,AHM Lampu Kepala,1,29500,29500
YM21-0085094,30-01-2021,Januari,2021,Busi,BUSI YGP U22FSU,1,14500,14500
YM21-0085101,30-01-2021,Januari,2021,Dinamo,Dinamo AHM KVB Vario,1,182500,182500
YM21-0085101,30-01-2021,Januari,2021,Oli,MPX 2 0.8L,1,49000,49000
YM21-0085105,30-01-2021,Januari,2021,Rumah Roller,AHM KVB Vario,1,85500,85500
YM21-0085110,30-01-2021,Januari,2021,Rumah Roller,AHM GMF Beat,1,70500,70500
YM21-0085110,30-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,25500,25500
YM21-0085110,30-01-2021,Januari,2021,Piringan Cakram,Piringan DPN AHM Vario,2,54500,109000
YM21-0085112,30-01-2021,Januari,2021,Oli,Evalube 2T PRO 0.7,6,30000,180000
YM21-0085112,30-01-2021,Januari,2021,Busi,BUSI AHM U22FER9,11,28500,313500
YM21-0085112,30-01-2021,Januari,2021,Oli,MPX 2 0.8L,24,49500,1188000
YM21-0085112,30-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY MALOSSI,10,245500,2455000
YM21-0085112,30-01-2021,Januari,2021,Seal,Seal Crankshaf,7,10000,70000
YM21-0085115,31-01-2021,Januari,2021,Kampas Rem,DPAD BLK SUPRA,2,46500,93000
YM21-0085115,31-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY MALOSSI,1,250500,250500
YM21-0085123,31-01-2021,Januari,2021,Lampu,SGP Lampu Kepala depan,1,25000,25000
YM21-0085123,31-01-2021,Januari,2021,Sakelar,Sakelar Retting,1,15000,15000
YM21-0085128,31-01-2021,Januari,2021,Ban,BL Maxxis 90/80-14 VICTRA,2,285500,571000
YM21-0085128,31-01-2021,Januari,2021,Busi,BUSI NGK BP7ES,1,171000,171000
YM21-0085128,31-01-2021,Januari,2021,Filter Udara,Filter Udara AHM,1,59500,59500
YM21-0085133,31-01-2021,Januari,2021,Gasket,Gasket full seat AHM Scoopy,17,54500,926500
YM21-0085133,31-01-2021,Januari,2021,Kampas Rem,DPAD YGP 3C1 NMX,16,55500,888000
YM21-0085133,31-01-2021,Januari,2021,Oli,Motul SC EXP LE 4T,28,105000,2940000
YM21-0085133,31-01-2021,Januari,2021,Dinamo,Dinamo AHM KVB Vario,8,187500,1500000
YM21-0085134,31-01-2021,Januari,2021,Kampas Kopling,KPL Ganda ONLY BRT,8,203000,1624000
YM21-0085134,31-01-2021,Januari,2021,Oli,Mesrania 2T super 1 L,30,44000,1320000
YM21-0085134,31-01-2021,Januari,2021,Bearing,BRG AHM SET 6204 RS,18,51000,918000
YM21-0085134,31-01-2021,Januari,2021,Ban,BL Maxxis 100/80-14 VICTRA,3,344500,1033500
YM21-0085134,31-01-2021,Januari,2021,Ban,FDR TR TL Flemino 90/90-14,9,226500,2038500
YM21-0085134,31-01-2021,Januari,2021,Ban,FDR TR TL 90/80-17 Sport Evo,10,304500,3045000
YM21-0085134,31-01-2021,Januari,2021,Filter Udara,Filter Udara YGP,12,69500,834000
YM21-0085139,31-01-2021,Januari,2021,Sensor,Sensor TPS,14,87500,1225000
YM21-0085139,31-01-2021,Januari,2021,Oli,MPX 2 0.8L,5,49000,245000
YM21-0085139,31-01-2021,Januari,2021,V-Belt,V belt Only YGP B65 AEROX/NMX NEW,13,117000,1521000
YM21-0085144,31-01-2021,Januari,2021,Roller,BRT NMX,1,79000,79000
YM21-0085144,31-01-2021,Januari,2021,Aki,Aki Basah Yuasa YB5L-B,1,248500,248500
YM21-0085146,31-01-2021,Januari,2021,Oli,Mesran Super 4T 0.8 L,34,33500,1139000
YM21-0085146,31-01-2021,Januari,2021,Ban,FDR TR TL 80/90-14 Sport XR Evo,10,200500,2005000
YM21-0085152,01-02-2021,Februari,2021,Bearing,BRG AHM SET 6303 RS,1,55500,55500
YM21-0085152,01-02-2021,Februari,2021,Aki,Aki Basah Yuasa YB5L-B,1,246500,246500
YM21-0085152,01-02-2021,Februari,2021,Oli,Mesran 40 1 LTR,1,41000,41000
YM21-0085158,01-02-2021,Februari,2021,V-Belt,V Belt kit AHM K16,13,149500,1943500
YM21-0085158,01-02-2021,Februari,2021,Roller,BRT Mio,30,71000,2130000
YM21-0085158,01-02-2021,Februari,2021,Bearing,BRG AHM SET 6202 RS,28,46000,1288000
YM21-0085158,01-02-2021,Februari,2021,Busi,BUSI AHM U22FER9,6,28000,168000
YM21-0085158,01-02-2021,Februari,2021,Oli,Motul SC EXP LE 4T,26,106000,2756000
YM21-0085158,01-02-2021,Februari,2021,Oli,MPX 2 0.8L,16,48500,776000
YM21-0085165,01-02-2021,Februari,2021,Seal,Seal Pulau,2,7000,14000
YM21-0085165,01-02-2021,Februari,2021,Lampu,Indo Part Lampu dop rem,1,8500,8500
YM21-0085169,01-02-2021,Februari,2021,Kampas Kopling,KPL Ganda ONLY YGP Nmx,1,174000,174000
YM21-0085169,01-02-2021,Februari,2021,Piringan Cakram,Piringan DPN KC/YMMT NMX,2,99000,198000
YM21-0085169,01-02-2021,Februari,2021,Bearing,BRG AHM SET 6203 RS,1,47000,47000
YM21-0085171,01-02-2021,Februari,2021,Filter Udara,Filter Udara Suzuki,1,51000,51000
YM21-0085171,01-02-2021,Februari,2021,Kaca Spion,Spion Indo KVY Beat,2,34500,69000
YM21-0085174,02-02-2021,Februari,2021,V-Belt,V Belt Only YGP 2DP NMX,1,120000,120000
YM21-0085174,02-02-2021,Februari,2021,Busi,BUSI NGK BP7ES,1,172500,172500
YM21-0085174,02-02-2021,Februari,2021,Kampas Kopling,KPL Ganda ONLY BRT,1,202500,202500
YM21-0085175,02-02-2021,Februari,2021,Gasket,Gasket Cylinder Nmx,5,13500,67500
YM21-0085175,02-02-2021,Februari,2021,Sakelar,Sakelar Retting,12,14500,174000
YM21-0085180,02-02-2021,Februari,2021,Oli,MOTUL MOTO 4 T,7,46500,325500
YM21-0085180,02-02-2021,Februari,2021,Rumah Roller,AHM K44 Scoopy,16,95500,1528000
YM21-0085180,02-02-2021,Februari,2021,Lampu,Indo Part Lampu dop rem,18,8000,144000
YM21-0085182,02-02-2021,Februari,2021,Oli,Castrol Pro 2T,11,34500,379500
YM21-0085182,02-02-2021,Februari,2021,Gear Rantai,Gear Seat Asp Grand,15,152500,2287500
YM21-0085182,02-02-2021,Februari,2021,Roller,BRT VARIO 110,8,72500,580000
YM21-0085182,02-02-2021,Februari,2021,Oli,Mesrania 2T super 1 L,5,43000,215000
YM21-0085182,02-02-2021,Februari,2021,Oli,Yamalube Super Matic 1 L,15,63000,945000
YM21-0085182,02-02-2021,Februari,2021,V-Belt,V belt kit AHM KZR VARIO 125,12,171500,2058000
YM21-0085190,02-02-2021,Februari,2021,Oli,Motul GP MTC 4T,22,64000,1408000
YM21-0085190,02-02-2021,Februari,2021,Gasket,Gasket Cylinder head Nmx,30,31500,945000
YM21-0085190,02-02-2021,Februari,2021,Bearing,BRG AHM SET 6302 RS,12,52000,624000
YM21-0085191,03-02-2021,Februari,2021,Busi,BUSI AHM U22FER9,1,28000,28000
